code,name,gender,function,category,country_code,country,country_full,disciplines,events
1955954,KLAMBURG ROQUE PAULA,Female,Coach,C,AUS,Australia,Australia,Artistic Swimming,Team
1955958,ONO SHOKO,Female,Coach,C,AUS,Australia,Australia,Artistic Swimming,Team
1956101,SOARES MATEUS JOAO FELGUEIRAS,Male,Coach,C,TLS,Timor-Leste,Democratic Republic of Timor-Leste,Taekwondo,
1956202,LUZON GUY,Male,Head Coach,C,ISR,Israel,Israel,Football,Men
1956206,CHOEN HAIM,Male,Assistant Coach,C,ISR,Israel,Israel,Football,
1956383,BUTALA-KOVACIC PETRA,Female,Coach,C,SRB,Serbia,Serbia,Taekwondo,
1956384,JOVIC DRAGAN,Male,Coach,C,SRB,Serbia,Serbia,Taekwondo,
1956385,SAVICEVIC VELJKO,Male,Coach,C,SRB,Serbia,Serbia,Taekwondo,
1956422,BUCHNIK VICTOR,Male,Goalkeeper Coach,C,ISR,Israel,Israel,Football,
1956472,BILIC DARKO,Male,Assistant Coach,C,SRB,Serbia,Serbia,Water Polo,Men
1956473,CIRIC STEFAN,Male,Assistant Coach,C,SRB,Serbia,Serbia,Water Polo,Men
1956476,STEVANOVIC UROS,Male,Head Coach,C,SRB,Serbia,Serbia,Water Polo,Men
1956655,TAAFFE ROBERT,Male,Coach,C,IRL,Ireland,Ireland,Taekwondo,
1956699,NSILU DILANDU LEROY,Male,Coach,C,IRL,Ireland,Ireland,Taekwondo,
1956722,EFTIMOV ALEKSANDAR,Male,Coach,C,MKD,North Macedonia,North Macedonia,Taekwondo,
1957027,ADEL MOSTAFA,Male,Assistant Coach,C,EGY,Egypt,Egypt,Football,Men
1957190,FUJIKI MAYUKO,Female,Coach,C,ESP,Spain,Spain,Artistic Swimming,Team
1957191,JIMENEZ NIETO CECILIA,Female,Coach,C,ESP,Spain,Spain,Artistic Swimming,Duet
1957192,REQUENA PERICAS JUDIT,Female,Coach,C,ESP,Spain,Spain,Artistic Swimming,Team
1957193,VEGA HERRERO ANNA,Female,Coach,C,ESP,Spain,Spain,Artistic Swimming,
1957222,ANDREO GABAN ANGEL LUIS,Male,Assistant Coach,C,ESP,Spain,Spain,Water Polo,Women
1957223,APARICIO SUNEN ANTONIO FRANCISCO,Male,Assistant Coach,C,ESP,Spain,Spain,Water Polo,Men
1957224,IVANOV PIRALKOV SVILEN,Male,Assistant Coach,C,ESP,Spain,Spain,Water Polo,Men
1957225,MARTIN LOZANO DAVID,Male,Head Coach,C,ESP,Spain,Spain,Water Polo,Men
1957226,OCA GAIA MIGUEL ANGEL,Male,Head Coach,C,ESP,Spain,Spain,Water Polo,Women
1957227,VALLS NART JORDI,Male,Assistant Coach,C,ESP,Spain,Spain,Water Polo,Women
1957429,KERTESZNE BORKAI ANITA,Female,Coach,C,HUN,Hungary,Hungary,Artistic Gymnastics,
1957645,CAMPODONICO MARCO,Male,Coach,C,ITA,Italy,Italy,Artistic Gymnastics,
1957768,CASELLA ENRICO,Male,Coach,C,ITA,Italy,Italy,Artistic Gymnastics,
1958557,ZHOU TIANKE,Female,Coach,C,LAO,Lao PDR,Lao People's Democratic Republic,Rhythmic Gymnastics,
1958748,ALLER CARBALLO MANUEL ANGEL,Male,Coach,C,ESP,Spain,Spain,Basketball,
1958749,CAMPS SAN JOSE SALVADOR,Male,Coach,C,ESP,Spain,Spain,Basketball,
1958751,FERNANDEZ TARGARONA ISAAC,Male,Coach,C,ESP,Spain,Spain,Basketball,
1958752,GARCIA GUADARRAMA VICTOR JESUS,Male,Coach,C,ESP,Spain,Spain,Basketball,
1958754,GUIL LUIS,Male,Assistant Coach,C,ESP,Spain,Spain,Basketball,Men
1958756,MENDEZ MIGUEL,Male,Coach,C,ESP,Spain,Spain,Basketball,Women
1958758,REY LUIS,Male,Assistant Coach,C,ESP,Spain,Spain,Basketball,Women
1958760,PRADO BRANAS JOAQUIN,Male,Coach,C,ESP,Spain,Spain,Basketball,
1958761,SANCHEZ CANETE CALVO ANGEL LUIS,Male,Assistant Coach,C,ESP,Spain,Spain,Basketball,Men
1958763,SCARIOLO SERGIO,Male,Coach,C,ESP,Spain,Spain,Basketball,Men
1958764,URIETA GUTIERREZ MADELEN,Female,Assistant Coach,C,ESP,Spain,Spain,Basketball,
1959349,CAREY BRIAN,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,
1959353,LANDI CECILE,Female,Coach,C,USA,United States,United States of America,Artistic Gymnastics,
1959368,BRECKENRIDGE GRANT,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,
1959369,SUN SONIA,Female,Coach,C,USA,United States,United States of America,Artistic Gymnastics,
1959382,GRABA JESS,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,
1959384,GAARENSTROOM JORDAN,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,
1959395,LANDI LAURENT,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,
1959400,KLIMOUK NATALIA,Female,Coach,C,USA,United States,United States of America,Rhythmic Gymnastics,
1959405,CAESAR SYQUE,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,
1959412,MIKULAK SAM,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,
1959432,LIUKIN VALERI,Male,Coach,C,USA,United States,United States of America,Artistic Gymnastics,
1960844,BARRIEAU JOCELYN,Female,Assistant Coach,C,CAN,Canada,Canada,Rugby Sevens,Women
1960845,HANRATTY JACK,Male,Head Coach,C,CAN,Canada,Canada,Rugby Sevens,Women
1960848,MONAGHAN IAIN,Male,Assistant Coach,C,CAN,Canada,Canada,Rugby Sevens,Women
1960860,JOYCE JENN,Female,Assistant Coach,C,CAN,Canada,Canada,Rugby Sevens,Women
1961375,KONE THIERRY,Male,Coach,C,CIV,Côte d'Ivoire,Côte d'Ivoire,Taekwondo,
1961586,VOLAVOLA TIMOCI,Male,Assistant Coach,C,FIJ,Fiji,Fiji,Rugby Sevens,Women
1961712,TUIFUA TEVITA,Male,Head Coach,C,TGA,Tonga,Tonga,Rugby Sevens,
1961720,OTUMULI MAVAE,Male,Head Coach,C,TGA,Tonga,Tonga,Rugby Sevens,
1961741,VAIANGINA EKITINO,Male,Head Coach,C,TGA,Tonga,Tonga,Rugby Sevens,
1961751,LIUTAI MALIKA,Male,Head Coach,C,TGA,Tonga,Tonga,Rugby Sevens,
1961912,FULI SAIASI,Male,Head Coach,C,FIJ,Fiji,Fiji,Rugby Sevens,Women
1962265,TOPPING JAMES,Male,Head Coach,C,IRL,Ireland,Ireland,Rugby Sevens,Men
1962452,TEMPLE-JONES ALLAN,Male,Head Coach,C,IRL,Ireland,Ireland,Rugby Sevens,Women
1962481,WONG KA WING,Male,Coach,C,HKG,"Hong Kong, China","Hong Kong, China",Taekwondo,
1963019,MICALE ROGERIO,Male,Head Coach,C,EGY,Egypt,Egypt,Football,Men
1963171,LERGA JAVIER,Male,Assistant Coach,C,ESP,Spain,Spain,Football,
1963174,SANCHEZ CARLOS,Male,Goalkeeper Coach,C,ESP,Spain,Spain,Football,
1963175,TOME MONTSE,Female,Head Coach,C,ESP,Spain,Spain,Football,Women
1963555,BAYER STEVEN,Male,Coach,C,BEL,Belgium,Belgium,Hockey,
1963556,WHITE TIM,Male,Assistant Coach,C,BEL,Belgium,Belgium,Hockey,
1963627,LOPEZ ROMERO VICTOR HUGO,Male,Assistant Coach,C,JPN,Japan,Japan,Handball,Men
1963628,ORTEGA PEREZ ANTONIO CARLOS,Male,Head Coach,C,JPN,Japan,Japan,Handball,Men
1964423,ROCHA DE REZENDE BERNARDO,Male,Head Coach,C,BRA,Brazil,Brazil,Volleyball,Men
1964448,RIBAS GIULIANO,Male,Assistant Coach,C,BRA,Brazil,Brazil,Volleyball,Men
1964453,LAGES GUIMARAES JOSE ROBERTO,Male,Head Coach,C,BRA,Brazil,Brazil,Volleyball,Women
1964473,DO REGO BARROS JUNIOR PAULO,Male,Assistant Coach,C,BRA,Brazil,Brazil,Volleyball,Women
1964481,LEONALDO ROBERLEY LUIZ,Male,Assistant Coach,C,BRA,Brazil,Brazil,Volleyball,Men
1964485,TABACH RICARDO,Male,Assistant Coach,C,BRA,Brazil,Brazil,Volleyball,Men
1964492,COPPINI FERNANDES WAGNER LUIZ,Male,Assistant Coach,C,BRA,Brazil,Brazil,Volleyball,Women
1965161,KEET MARCELLE,Female,Assistant Coach,C,RSA,South Africa,South Africa,Hockey,
1965168,BONNET GILES,Male,Head Coach,C,RSA,South Africa,South Africa,Hockey,
1965644,GIL CARLOS,Male,Coach,C,PAN,Panama,Panama,Artistic Gymnastics,
1967242,LAWRENCE NATALIE,Female,Assistant Coach,C,NZL,New Zealand,New Zealand,Football,
1967254,HERST JEN,Female,Goalkeeper Coach,C,CAN,Canada,Canada,Football,
1967256,MANDER JASMINE,Female,Assistant Coach,C,CAN,Canada,Canada,Football,
1967258,PRIESTMAN BEV,Female,Head Coach,C,CAN,Canada,Canada,Football,Women
1967262,SPENCE ANDY,Male,Assistant Coach,C,CAN,Canada,Canada,Football,
1967313,PARK JAE,Male,Coach,C,CAN,Canada,Canada,Taekwondo,
1967315,THORNTON DANIEL,Male,Coach,C,CAN,Canada,Canada,Taekwondo,
1967332,LIMA BRIAN,Male,Head Coach,C,SAM,Samoa,Samoa,Rugby Sevens,Men
1967468,PARADELO DAVID,Male,Head Coach,C,CAN,Canada,Canada,Water Polo,Women
1967471,POSTERIVO STEFANO,Male,Assistant Coach,C,CAN,Canada,Canada,Water Polo,Women
1967472,CAMPBELL CORA,Female,Assistant Coach,C,CAN,Canada,Canada,Water Polo,Women
1967642,IGLESIAS RODRIGO,Male,Assistant Coach,C,BRA,Brazil,Brazil,Football,
1967672,ALCANTARA EDSON,Male,Goalkeeper Coach,C,BRA,Brazil,Brazil,Football,
1967683,ELIAS ARTHUR,Male,Head Coach,C,BRA,Brazil,Brazil,Football,Women
1968210,LALOMILO FAAMAONI,Male,Assistant Coach,C,SAM,Samoa,Samoa,Rugby Sevens,Men
1968247,CIRKOVIC VEDRAN,Male,Assistant Coach,C,AUS,Australia,Australia,Water Polo,Men
1968453,CHERNETSKA NATALIYA,Female,Coach,C,GRE,Greece,Greece,Artistic Swimming,Duet
1968484,KAMMENOU ALEXIA ANNA,Female,Head Coach,C,GRE,Greece,Greece,Water Polo,Women
1968489,LEMPESIS XENOFON,Male,Assistant Coach,C,GRE,Greece,Greece,Water Polo,Women
1968491,PYRPYRIS ANASTASIOS,Male,Assistant Coach,C,GRE,Greece,Greece,Water Polo,Women
1968492,SCHIZAS ANASTASIOS,Male,Assistant Coach,C,GRE,Greece,Greece,Water Polo,Men
1968495,VLACHOS THEODOROS,Male,Head Coach,C,GRE,Greece,Greece,Water Polo,Men
1968531,KANTZOURIS ILIAS,Male,Assistant Coach,C,GRE,Greece,Greece,Basketball,Men
1968540,SPANOULIS VASILIS,Male,Coach,C,GRE,Greece,Greece,Basketball,Men
1968567,RAFTIS DIMITRIOS,Male,Coach,C,GRE,Greece,Greece,Artistic Gymnastics,
1968759,JENNINGS STEPHEN,Male,Coach,C,EOR,EOR,Refugee Olympic Team,Taekwondo,
1968802,FJELLSTROM JENS,Male,Assistant Coach,C,AUS,Australia,Australia,Football,Women
1968822,ANDREATTA MEL,Female,Assistant Coach,C,AUS,Australia,Australia,Football,Women
1968838,GUSTAVSSON TONY,Male,Head Coach,C,AUS,Australia,Australia,Football,Women
1968868,VAN ECK RICHARD,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Water Polo,Women
1968871,DOUDESIS EVA,Male,Head Coach,C,NED,Netherlands,Netherlands,Water Polo,Women
1968964,MOGHANLOU BIJAN,Male,Coach,C,EGY,Egypt,Egypt,Taekwondo,
1969275,SICOT DAVID PATRICK,Male,Coach,C,LBN,Lebanon,Lebanon,Taekwondo,
1969357,SEKTIOUI TARIK,Male,Head Coach,C,MAR,Morocco,Morocco,Football,Men
1969386,HADJI YOUSSOUF,Male,Assistant Coach,C,MAR,Morocco,Morocco,Football,
1969466,BADAWI GHANEM,Male,Coach,C,SYR,Syria,Syrian Arab Republic,Artistic Gymnastics,
1970225,VAN DER VEEN JOSE,Female,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,
1970227,WEVERS VINCENT,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,
1970228,DEN UIJL KEVIN,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,
1970229,JACOBS JEROEN,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,
1970235,KLEUSKENS MARCEL,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,
1970236,KNIBBELER DANIEL,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,
1970237,VAN MELDERT DIRK JAN,Male,Coach,C,NED,Netherlands,Netherlands,Artistic Gymnastics,
1970317,CLARIJS RICARDO,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Handball,Women
1970322,JOHANSSON PER,Male,Head Coach,C,NED,Netherlands,Netherlands,Handball,Women
1970733,GOUTSEVA ANASTASIA,Female,Coach,C,GRE,Greece,Greece,Artistic Swimming,Duet
1970859,SOKOLOVA NATALIA,Female,Coach,C,CYP,Cyprus,Cyprus,Rhythmic Gymnastics,
1970880,OGEYINGBO AYODEJI,Male,Coach,C,NGR,Nigeria,Nigeria,Basketball,
1970974,DERAEDT LAURENT,Male,Goalkeeper Coach,C,MAR,Morocco,Morocco,Football,
1971523,LESZNER JOE,Male,Coach,C,CAN,Canada,Canada,Archery,
1972037,TICHELMAN THOMAS,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Hockey,
1972052,VAN ASS PAUL,Male,Head Coach,C,NED,Netherlands,Netherlands,Hockey,
1972055,DELMEE JEROEN,Male,Head Coach,C,NED,Netherlands,Netherlands,Hockey,
1972056,VERBOOM ERIC,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Hockey,
1972359,ALIYEVA KAMILLA,Female,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,
1972419,VILYAYEVA YEVGENIYA,Female,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,
1972423,VASILEVA SIYANA,Female,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,
1972426,GULIYEV KAMIL,Male,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,
1972427,KARIMLI AKIF,Male,Coach,C,AZE,Azerbaijan,Azerbaijan,Rhythmic Gymnastics,
1972461,JAUMA CAYUELA ESTHER,Female,Coach,C,NED,Netherlands,Netherlands,Artistic Swimming,Duet
1972652,GIE CHESLYN,Male,Head Coach,C,RSA,South Africa,South Africa,Hockey,
1972655,NTULI SIPHESIHLE,Male,Assistant Coach,C,RSA,South Africa,South Africa,Hockey,
1972933,GOMEZ IBAI,Male,Head Coach,C,DOM,Dominican Republic,Dominican Republic,Football,Men
1972934,RAMOS SANCHEZ ANTONIO,Male,Coach,C,CIV,Côte d'Ivoire,Côte d'Ivoire,Taekwondo,
1972992,AMOREBIETA FERNANDO,Male,Assistant Coach,C,DOM,Dominican Republic,Dominican Republic,Football,
1973058,BRITEZ CRISTHIAN,Male,Goalkeeper Coach,C,DOM,Dominican Republic,Dominican Republic,Football,
1973138,BALAN ADRIAN,Male,Coach,C,CAN,Canada,Canada,Artistic Gymnastics,
1973147,COWAN LISA,Female,Coach,C,CAN,Canada,Canada,Artistic Gymnastics,
1973162,KIKUCHI DAVID,Male,Coach,C,CAN,Canada,Canada,Artistic Gymnastics,
1973180,VAN HOOF ED,Male,Coach,C,CAN,Canada,Canada,Artistic Gymnastics,
1973374,FALSETTA ROSS,Male,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,
1973377,DENG AJOU,Male,Assistant Coach,C,SSD,South Sudan,South Sudan,Basketball,
1973378,WIGNALL RACHEL,Female,Coach,C,GBR,Great Britain,Great Britain,Artistic Gymnastics,
1973524,MEIJER ERIC,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Volleyball,Women
1973525,KOSLOWSKI FELIX,Male,Head Coach,C,NED,Netherlands,Netherlands,Volleyball,Women
1973532,FERRER CUTINO GIL,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Volleyball,Women
1973576,IVEY ROYAL,Male,Coach,C,SSD,South Sudan,South Sudan,Basketball,Men
1973651,KOUDI MANDELA,Male,Coach,C,SSD,South Sudan,South Sudan,Basketball,
1973693,CHIEJINE ANN,Female,Assistant Coach,C,NGR,Nigeria,Nigeria,Football,
1974021,KULESZA KASIA,Female,Coach,C,CAN,Canada,Canada,Artistic Swimming,Duet
1974022,MORGAN KERRI,Female,Coach,C,CAN,Canada,Canada,Artistic Swimming,Duet
1974025,VOLOSHYNA ANNA,Female,Coach,C,CAN,Canada,Canada,Artistic Swimming,Team
1974026,YAKHNO YELYZAVETA,Female,Coach,C,CAN,Canada,Canada,Artistic Swimming,Team
1974386,SAWADOGO RASMANE,Male,Coach,C,BUR,Burkina Faso,Burkina Faso,Taekwondo,
1974755,BAUR STEVE,Male,Assistant Coach,C,CAN,Canada,Canada,Basketball,Women
1974756,BJORKGREN NATE,Male,Assistant Coach,C,CAN,Canada,Canada,Basketball,Men
1974757,CLARKE CARLY,Female,Coach,C,CAN,Canada,Canada,Basketball,
1974760,FERNANDEZ JORDI,Male,Coach,C,CAN,Canada,Canada,Basketball,Men
1974766,LAPENA VICTOR,Male,Coach,C,CAN,Canada,Canada,Basketball,Women
1974769,MITCHELL NATHANIEL,Male,Assistant Coach,C,CAN,Canada,Canada,Basketball,
1974771,N'DONG BONIFACE,Male,Coach,C,CAN,Canada,Canada,Basketball,
1974772,PAGE MURRIEL,Female,Coach,C,CAN,Canada,Canada,Basketball,
1974773,QUINN NOELLE,Female,Assistant Coach,C,CAN,Canada,Canada,Basketball,
1975398,DENG LUOL,Male,Assistant Coach,C,SSD,South Sudan,South Sudan,Basketball,Men
1975920,CASTANEDA ALLEN ALDRIN,Male,Coach,C,PHI,Philippines,Philippines,Artistic Gymnastics,
1975923,HRYBANOV ANDRII,Male,Coach,C,ISR,Israel,Israel,Artistic Gymnastics,
1975934,GRIFFETH GARRETT STEPHEN,Male,Coach,C,PHI,Philippines,Philippines,Artistic Gymnastics,
1977071,ABAD EXPOSITO IKER MIQUEL,Male,Coach,C,IRL,Ireland,Ireland,Taekwondo,
1977388,WALDRUM RANDY,Male,Head Coach,C,NGR,Nigeria,Nigeria,Football,Women
1977689,DIAWARA KABA,Male,Head Coach,C,GUI,Guinea,Guinea,Football,Men
1978161,CAPELLI CLAUDIO,Male,Coach,C,SUI,Switzerland,Switzerland,Artistic Gymnastics,
1978215,GUELZEC LAURENT,Male,Coach,C,SUI,Switzerland,Switzerland,Artistic Gymnastics,
1978259,KISTLER FRANK,Male,Coach,C,SUI,Switzerland,Switzerland,Artistic Gymnastics,
1978688,MUNOZ BENITEZ FERNANDO,Male,Head Coach,C,EGY,Egypt,Egypt,Volleyball,Men
1980774,KIM MYONG HWA,Female,Coach,C,PRK,DPR Korea,Democratic People's Republic of Korea,Artistic Gymnastics,
1980904,TRAJKOVIC IVAN KONRAD,Male,Coach,C,SLO,Slovenia,Slovenia,Taekwondo,
1980943,PAVLIC ALJAZ,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Handball,Women
1980962,MIJATOVIC BRANKA,Female,Assistant Coach,C,SLO,Slovenia,Slovenia,Handball,Women
1980979,ADZIC DRAGAN,Male,Head Coach,C,SLO,Slovenia,Slovenia,Handball,Women
1980981,DROZHANOVA ELENA,Female,Coach,C,SLO,Slovenia,Slovenia,Rhythmic Gymnastics,
1980987,CRETU GHEORGHE,Male,Head Coach,C,SLO,Slovenia,Slovenia,Volleyball,Men
1980990,DIVKOVIC GORAN,Male,Coach,C,SLO,Slovenia,Slovenia,Taekwondo,
1981325,ZVIZEJ LUKA,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Handball,Men
1981356,DE CECCO MATTEO,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Volleyball,Men
1981649,RETELJ NATASA,Female,Coach,C,SLO,Slovenia,Slovenia,Artistic Gymnastics,
1981689,ZORMAN UROS,Male,Head Coach,C,SLO,Slovenia,Slovenia,Handball,Men
1981697,KEDACIC ZORAN,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Volleyball,Men
1986732,MUGANGUZI WANI,Male,Assistant Coach,C,NGR,Nigeria,Nigeria,Basketball,Women
2041085,FITZGERALD DAVID,Male,Coach,C,IRL,Ireland,Ireland,Hockey,
2476695,BAM JENNA,Female,Head Coach,C,RSA,South Africa,South Africa,Rugby Sevens,
3057892,FALAHATGAR ETMINANI DAVOUD,Male,Coach,C,BUL,Bulgaria,Bulgaria,Taekwondo,
3430822,PETROVIC ALEKSANDAR,Male,Coach,C,BRA,Brazil,Brazil,Basketball,Men
3496078,GORIATCHKINE IVAN,Male,Coach,C,PHI,Philippines,Philippines,Artistic Gymnastics,
3520243,BASILE LEONARDO,Male,Coach,C,EOR,EOR,Refugee Olympic Team,Taekwondo,
3528052,VICTOR JOHN,Male,Coach,C,NGR,Nigeria,Nigeria,Taekwondo,
3538853,DONNELLY PETER,Male,Assistant Coach,C,IRL,Ireland,Ireland,Rugby Sevens,Men
3539442,CARSON LUKE,Male,Coach,C,IRL,Ireland,Ireland,Artistic Gymnastics,
3544158,GORBACHEV STEPAN,Male,Coach,C,UKR,Ukraine,Ukraine,Artistic Gymnastics,
3545804,MARAJAN SABIT,Male,Coach,C,SSD,South Sudan,South Sudan,Taekwondo,
3546458,DIAWARA FOUSSENI,Male,Assistant Coach,C,GUI,Guinea,Guinea,Football,Men
3546645,CAUKAUNIVALU SETEFANO,Male,Assistant Coach,C,FIJ,Fiji,Fiji,Rugby Sevens,Men
3561918,GRANDES PABLO,Male,Assistant Coach,C,IRQ,Iraq,Iraq,Football,
4043244,FONG LERISSA,Female,Head Coach,C,SAM,Samoa,Samoa,Rugby Sevens,
4043245,POMARE SAPANI,Male,Head Coach,C,SAM,Samoa,Samoa,Rugby Sevens,
4043246,FAALUPEGA AVII,Female,Head Coach,C,SAM,Samoa,Samoa,Rugby Sevens,
4044836,DAVID EP CHIRILCENCO GEORGETA,Female,Coach,C,ALG,Algeria,Algeria,Artistic Gymnastics,
4119109,ELZEFTAWEY TAREK,Male,Assistant Coach,C,EGY,Egypt,Egypt,Volleyball,Men
4645809,GAARENSTROOM JORDAN JON,Male,Coach,C,SYR,Syria,Syrian Arab Republic,Artistic Gymnastics,
4646497,PROST KOSIR PRIMOZ,Male,Assistant Coach,C,SLO,Slovenia,Slovenia,Handball,Men
4649776,TRAORE ALIOUNE,Male,Coach,C,MLI,Mali,Mali,Taekwondo,
4653058,COCCIA KRISTINA,Female,Coach,C,HAI,Haiti,Haiti,Artistic Gymnastics,
4653997,KAMKASOUMPHOU EKVARA,Male,Coach,C,MLI,Mali,Mali,Taekwondo,
4658462,KHAJAVI NAEIMA,Male,Coach,C,EGY,Egypt,Egypt,Taekwondo,
4847471,LAWSON FRANCK,Male,Coach,C,BUR,Burkina Faso,Burkina Faso,Taekwondo,
4968759,MC DONALD JANELLE LEIGH,Female,Coach,C,PHI,Philippines,Philippines,Artistic Gymnastics,
4968917,QUESNEL YANNICK,Male,Goalkeeper Coach,C,GUI,Guinea,Guinea,Football,Men
4976780,TANSKANEN JUHA PETTERI,Male,Coach,C,SYR,Syria,Syrian Arab Republic,Artistic Gymnastics,
5016082,CHOUBA JAOUAD,Female,Coach,C,GBS,Guinea-Bissau,Guinea-Bissau,Taekwondo,
9230002,HERDEIRO ALVARO FRANCISCO,Male,Assistant Coach,C,BRA,Brazil,Brazil,Handball,Women
9230003,MAROJA GABRIEL AUGUSTO,Male,Assistant Coach,C,BRA,Brazil,Brazil,Handball,Women
9230006,ALONSO BERNARDO JESSICA,Female,Assistant Coach,C,ESP,Spain,Spain,Handball,Women
9230010,LARSSON THOMAS ERIK DANIEL,Male,Assistant Coach,C,NED,Netherlands,Netherlands,Handball,Women
9230012,CAROU GONZALO,Male,Assistant Coach,C,ARG,Argentina,Argentina,Handball,Men
9230013,CAZON GUILLERMO,Male,Assistant Coach,C,ARG,Argentina,Argentina,Handball,Men
9230017,CAAMANO JUAN,Male,Assistant Coach,C,ESP,Spain,Spain,Handball,Men
9230018,TORRESCUSA IGNACIO,Male,Assistant Coach,C,ESP,Spain,Spain,Handball,Men
9230020,GJERDE JOAR,Male,Assistant Coach,C,NOR,Norway,Norway,Handball,Women
9390001,BONDAR VLADYSLAV,Male,Coach,C,BUR,Burkina Faso,Burkina Faso,Taekwondo,
9430008,CICHELLO JUAN MANUEL,Male,Assistant Coach,C,ITA,Italy,Italy,Volleyball,Women
9450042,VASSILIADES EMMANUEL,Male,Assistant Coach,C,GRE,Greece,Greece,Water Polo,Men
